"","geo_entity_name","indicator_data_id","indicator_id","name","Measure","geo_type_name","geo_entity_id","year_description","data_valuemessage","lon","lat"
"785","East Harlem",131239,657,"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",303,"2005-2007","202.7",-73.9389213,40.7957399
"786","East Harlem",130705,646,"Air Toxics Concentrations- Average Benzene Concentrations","Average Concentration","UHF42",303,"2005","4.2",-73.9389213,40.7957399
"787","East Harlem",131815,666,"Neighborhood Air Quality Concentrations- Ozone (O3)","Average Concentration","UHF42",303,"Annual Average 2009-2010","25.7",-73.9389213,40.7957399
"788","East Harlem",131287,659,"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",303,"2005-2007","143.9",-73.9389213,40.7957399
"789","East Harlem",151547,655,"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",303,"2009-2011","42.3",-73.9389213,40.7957399
"790","East Harlem",130999,652,"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",303,"2005-2007","4.7",-73.9389213,40.7957399
"791","East Harlem",130951,651,"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",303,"2005-2007","39",-73.9389213,40.7957399
"792","East Harlem",154452,645,"Traffic Density- Annual Vehicle Miles Traveled (VMT) for Trucks","Per 100 km2","CD",111,"2005","2.1",-73.9389213,40.7957399
"793","East Harlem",130417,640,"Boiler Emissions- Total SO2 Emissions","Per km2","UHF42",303,"2013","11.6",-73.9389213,40.7957399
"794","East Harlem",151499,659,"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",303,"2009-2011","135.2",-73.9389213,40.7957399
"795","East Harlem",131143,655,"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",303,"2005-2007","43.1",-73.9389213,40.7957399
"796","East Harlem",151643,643,"Traffic Density- Annual Vehicle Miles Traveled (VMT)","Per 100 km2","UHF42",303,"2005","53.1",-73.9389213,40.7957399
"797","East Harlem",154570,643,"Traffic Density- Annual Vehicle Miles Traveled (VMT)","Per 100 km2","CD",111,"2005","59.3",-73.9389213,40.7957399
"798","East Harlem",131431,648,"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",303,"2009-2011","299.4",-73.9389213,40.7957399
"799","East Harlem",130807,648,"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",303,"2005-2007","354.2",-73.9389213,40.7957399
"800","East Harlem",151451,653,"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",303,"2009-2011","276",-73.9389213,40.7957399
"801","East Harlem",151451,653,"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",303,"2009-2011","276",-73.9389213,40.7957399
"802","East Harlem",151691,644,"Traffic Density- Annual Vehicle Miles Traveled (VMT) for Cars","Per 100 km2","UHF42",303,"2005","50.6",-73.9389213,40.7957399
"803","East Harlem",154511,644,"Traffic Density- Annual Vehicle Miles Traveled (VMT) for Cars","Per 100 km2","CD",111,"2005","56.8",-73.9389213,40.7957399
"804","East Harlem",131431,648,"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",303,"2009-2011","299.4",-73.9389213,40.7957399
"805","East Harlem",151547,655,"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",303,"2009-2011","42.3",-73.9389213,40.7957399
"806","East Harlem",131383,657,"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",303,"2009-2011","147.1",-73.9389213,40.7957399
"807","East Harlem",130465,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2","UHF42",303,"2013","1.3",-73.9389213,40.7957399
"808","East Harlem",131719,664,"Neighborhood Air Quality Concentrations- Nitric Oxide (NO)","Average Concentration","UHF42",303,"Annual Average 2009-2010","27.1",-73.9389213,40.7957399
"809","East Harlem",151499,659,"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",303,"2009-2011","135.2",-73.9389213,40.7957399
"810","East Harlem",131575,639,"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",303,"2009-2011","69.9",-73.9389213,40.7957399
"811","East Harlem",151595,661,"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",303,"2009-2011","17.4",-73.9389213,40.7957399
"812","East Harlem",131383,657,"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",303,"2009-2011","147.1",-73.9389213,40.7957399
"813","East Harlem",131287,659,"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",303,"2005-2007","143.9",-73.9389213,40.7957399
"814","East New York",131037,653,"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",204,"2005-2007","136.8",-73.8830701,40.6568312
"815","East New York",131325,661,"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",204,"2005-2007","12.1",-73.8830701,40.6568312
"816","East New York",130695,646,"Air Toxics Concentrations- Average Benzene Concentrations","Average Concentration","UHF42",204,"2005","2.3",-73.8830701,40.6568312
"817","East New York",131133,655,"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",204,"2005-2007","31.4",-73.8830701,40.6568312
"818","East New York",151633,643,"Traffic Density- Annual Vehicle Miles Traveled (VMT)","Per 100 km2","UHF42",204,"2005","20.1",-73.8830701,40.6568312
"819","East New York",131037,653,"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",204,"2005-2007","136.8",-73.8830701,40.6568312
"820","East New York",131277,659,"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",204,"2005-2007","86.4",-73.8830701,40.6568312
"821","East New York",130989,652,"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",204,"2005-2007","3.5",-73.8830701,40.6568312
"822","East New York",151393,652,"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",204,"2009-2011","3.5",-73.8830701,40.6568312
"823","East New York",131661,663,"Neighborhood Air Quality Concentrations- Elemental Carbon (EC)","Average Concentration","UHF42",204,"Annual Average 2009-2010","1.1",-73.8830701,40.6568312
"824","East New York",154588,643,"Traffic Density- Annual Vehicle Miles Traveled (VMT)","Per 100 km2","CD",305," Starrett City","2005",-73.8830701,40.6568312
"825","East New York",154470,645,"Traffic Density- Annual Vehicle Miles Traveled (VMT) for Trucks","Per 100 km2","CD",305," Starrett City","2005",-73.8830701,40.6568312
"826","East New York",130743,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration","UHF42",204,"2005","2.8",-73.8830701,40.6568312
"827","East New York",131325,661,"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",204,"2005-2007","12.1",-73.8830701,40.6568312
"828","East New York",131229,657,"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",204,"2005-2007","100.1",-73.8830701,40.6568312
"829","East New York",131133,655,"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",204,"2005-2007","31.4",-73.8830701,40.6568312
"830","East New York",130941,651,"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",204,"2005-2007","32.8",-73.8830701,40.6568312
"831","East New York",130941,651,"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",204,"2005-2007","32.8",-73.8830701,40.6568312
"832","East New York",131469,651,"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",204,"2009-2011","22.4",-73.8830701,40.6568312
"833","East New York",131277,659,"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",204,"2005-2007","86.4",-73.8830701,40.6568312
"834","East New York",134789,667,"Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2)","Average Concentration","UHF42",204,"2-Year Winter Average 2009-2010","3.5",-73.8830701,40.6568312
"835","East New York",131421,648,"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",204,"2009-2011","153.2",-73.8830701,40.6568312
"836","East New York",131565,639,"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",204,"2009-2011","45.9",-73.8830701,40.6568312
"837","East New York",131757,665,"Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2)","Average Concentration","UHF42",204,"Annual Average 2009-2010","23.2",-73.8830701,40.6568312
"838","East New York",130893,650,"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",204,"2005-2007","20.4",-73.8830701,40.6568312
"839","East New York",130893,650,"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",204,"2005-2007","20.4",-73.8830701,40.6568312
"840","East New York",131229,657,"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",204,"2005-2007","100.1",-73.8830701,40.6568312
"841","East New York",131709,664,"Neighborhood Air Quality Concentrations- Nitric Oxide (NO)","Average Concentration","UHF42",204,"Annual Average 2009-2010","24.5",-73.8830701,40.6568312
"842","East New York",151729,645,"Traffic Density- Annual Vehicle Miles Traveled (VMT) for Trucks","Per 100 km2","UHF42",204,"2005","2.3",-73.8830701,40.6568312
"843","East New York",130503,642,"Boiler Emissions- Total NOx Emissions","Per km2","UHF42",204,"2013","14.7",-73.8830701,40.6568312
"844","East New York",151537,655,"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",204,"2009-2011","29.8",-73.8830701,40.6568312
"845","East New York",151489,659,"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",204,"2009-2011","95",-73.8830701,40.6568312
"846","East New York",131613,662,"Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5)","Average Concentration","UHF42",204,"Annual Average 2009-2010","10.1",-73.8830701,40.6568312
"847","East New York",131469,651,"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",204,"2009-2011","22.4",-73.8830701,40.6568312
"848","East New York",151441,653,"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",204,"2009-2011","164",-73.8830701,40.6568312
"849","East New York",151393,652,"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",204,"2009-2011","3.5",-73.8830701,40.6568312
"850","East New York",130989,652,"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",204,"2005-2007","3.5",-73.8830701,40.6568312
"851","East New York",130407,640,"Boiler Emissions- Total SO2 Emissions","Per km2","UHF42",204,"2013","0.1",-73.8830701,40.6568312
"852","East New York",131517,650,"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",204,"2009-2011","13.9",-73.8830701,40.6568312
"853","East New York",151585,661,"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",204,"2009-2011","11.5",-73.8830701,40.6568312
"854","East New York",154529,644,"Traffic Density- Annual Vehicle Miles Traveled (VMT) for Cars","Per 100 km2","CD",305," Starrett City","2005",-73.8830701,40.6568312
"855","East New York",131517,650,"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",204,"2009-2011","13.9",-73.8830701,40.6568312
"856","East New York",131421,648,"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",204,"2009-2011","153.2",-73.8830701,40.6568312
"857","East New York",130455,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2","UHF42",204,"2013","0",-73.8830701,40.6568312
"858","East New York",151489,659,"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",204,"2009-2011","95",-73.8830701,40.6568312
"859","East New York",131373,657,"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",204,"2009-2011","85",-73.8830701,40.6568312
"860","East New York",130797,648,"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",204,"2005-2007","175.6",-73.8830701,40.6568312
"861","East New York",151585,661,"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",204,"2009-2011","11.5",-73.8830701,40.6568312
"862","East New York",151441,653,"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",204,"2009-2011","164",-73.8830701,40.6568312
"863","East New York",131373,657,"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",204,"2009-2011","85",-73.8830701,40.6568312
"864","East New York",151537,655,"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",204,"2009-2011","29.8",-73.8830701,40.6568312
"865","East New York",130365,639,"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",204,"2005-2007","64.1",-73.8830701,40.6568312
"866","East New York",130365,639,"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",204,"2005-2007","64.1",-73.8830701,40.6568312
"867","East New York",131565,639,"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",204,"2009-2011","45.9",-73.8830701,40.6568312
"868","East New York",131805,666,"Neighborhood Air Quality Concentrations- Ozone (O3)","Average Concentration","UHF42",204,"Annual Average 2009-2010","28",-73.8830701,40.6568312
"869","East New York",130797,648,"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",204,"2005-2007","175.6",-73.8830701,40.6568312
"870","East New York",151681,644,"Traffic Density- Annual Vehicle Miles Traveled (VMT) for Cars","Per 100 km2","UHF42",204,"2005","17.7",-73.8830701,40.6568312
"871","East Tremont",154518,644,"Traffic Density- Annual Vehicle Miles Traveled (VMT) for Cars","Per 100 km2","CD",206," Belmont","2005",-73.8909693,40.8453781
"872","East Tremont",154459,645,"Traffic Density- Annual Vehicle Miles Traveled (VMT) for Trucks","Per 100 km2","CD",206," Belmont","2005",-73.8909693,40.8453781
"873","East Tremont",154577,643,"Traffic Density- Annual Vehicle Miles Traveled (VMT)","Per 100 km2","CD",206," Belmont","2005",-73.8909693,40.8453781
"874","Elmhurst",154487,645,"Traffic Density- Annual Vehicle Miles Traveled (VMT) for Trucks","Per 100 km2","CD",404," South Corona","2005",-87.9403418,41.8994744
"875","Elmhurst",154546,644,"Traffic Density- Annual Vehicle Miles Traveled (VMT) for Cars","Per 100 km2","CD",404," South Corona","2005",-87.9403418,41.8994744
"876","Elmhurst",154605,643,"Traffic Density- Annual Vehicle Miles Traveled (VMT)","Per 100 km2","CD",404," South Corona","2005",-87.9403418,41.8994744
"877","Flatbush",154597,643,"Traffic Density- Annual Vehicle Miles Traveled (VMT)","Per 100 km2","CD",314," Midwood","2005",-73.9624327,40.6409217
"878","Flatbush",154479,645,"Traffic Density- Annual Vehicle Miles Traveled (VMT) for Trucks","Per 100 km2","CD",314," Midwood","2005",-73.9624327,40.6409217
"879","Flatbush",154538,644,"Traffic Density- Annual Vehicle Miles Traveled (VMT) for Cars","Per 100 km2","CD",314," Midwood","2005",-73.9624327,40.6409217
"880","Flushing - Clearview",130715,646,"Air Toxics Concentrations- Average Benzene Concentrations","Average Concentration","UHF42",403,"2005","1.9",-73.8136276,40.7529713
"881","Flushing - Clearview",134809,667,"Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2)","Average Concentration","UHF42",403,"2-Year Winter Average 2009-2010","3.1",-73.8136276,40.7529713
"882","Flushing - Clearview",151509,659,"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",403,"2009-2011","10.5",-73.8136276,40.7529713
"883","Flushing - Clearview",131681,663,"Neighborhood Air Quality Concentrations- Elemental Carbon (EC)","Average Concentration","UHF42",403,"Annual Average 2009-2010","1",-73.8136276,40.7529713
"884","Flushing - Clearview",130475,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2","UHF42",403,"2013","0.6",-73.8136276,40.7529713
"885","Flushing - Clearview",151461,653,"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",403,"2009-2011","40",-73.8136276,40.7529713
"886","Flushing - Clearview",151557,655,"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",403,"2009-2011","11.2",-73.8136276,40.7529713
"887","Flushing - Clearview",151557,655,"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",403,"2009-2011","11.2",-73.8136276,40.7529713
"888","Flushing - Clearview",131345,661,"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",403,"2005-2007","2.2",-73.8136276,40.7529713
"889","Flushing - Clearview",151701,644,"Traffic Density- Annual Vehicle Miles Traveled (VMT) for Cars","Per 100 km2","UHF42",403,"2005","18.3",-73.8136276,40.7529713
"890","Flushing - Clearview",151509,659,"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",403,"2009-2011","10.5",-73.8136276,40.7529713
"891","Flushing - Clearview",131057,653,"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",403,"2005-2007","38.8",-73.8136276,40.7529713
"892","Flushing - Clearview",131585,639,"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",403,"2009-2011","43.6",-73.8136276,40.7529713
"893","Flushing - Clearview",130913,650,"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",403,"2005-2007","15",-73.8136276,40.7529713
"894","Flushing - Clearview",151461,653,"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",403,"2009-2011","40",-73.8136276,40.7529713
"895","Flushing - Clearview",151605,661,"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",403,"2009-2011","2.6",-73.8136276,40.7529713
"896","Flushing - Clearview",130427,640,"Boiler Emissions- Total SO2 Emissions","Per km2","UHF42",403,"2013","5.1",-73.8136276,40.7529713
"897","Flushing - Clearview",131057,653,"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",403,"2005-2007","38.8",-73.8136276,40.7529713
"898","Flushing - Clearview",130913,650,"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",403,"2005-2007","15",-73.8136276,40.7529713
"899","Flushing - Clearview",131297,659,"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",403,"2005-2007","11.3",-73.8136276,40.7529713
"900","Flushing - Clearview",131345,661,"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",403,"2005-2007","2.2",-73.8136276,40.7529713
"901","Flushing - Clearview",130961,651,"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",403,"2005-2007","19.2",-73.8136276,40.7529713
"902","Flushing - Clearview",130763,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration","UHF42",403,"2005","2.7",-73.8136276,40.7529713
"903","Flushing - Clearview",130961,651,"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",403,"2005-2007","19.2",-73.8136276,40.7529713
"904","Flushing - Clearview",131153,655,"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",403,"2005-2007","11.1",-73.8136276,40.7529713
"905","Flushing - Clearview",131393,657,"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",403,"2009-2011","9.3",-73.8136276,40.7529713
"906","Flushing - Clearview",131825,666,"Neighborhood Air Quality Concentrations- Ozone (O3)","Average Concentration","UHF42",403,"Annual Average 2009-2010","28.6",-73.8136276,40.7529713
"907","Flushing - Clearview",151605,661,"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",403,"2009-2011","2.6",-73.8136276,40.7529713
"908","Flushing - Clearview",131297,659,"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",403,"2005-2007","11.3",-73.8136276,40.7529713
"909","Flushing - Clearview",151749,645,"Traffic Density- Annual Vehicle Miles Traveled (VMT) for Trucks","Per 100 km2","UHF42",403,"2005","1.2",-73.8136276,40.7529713
"910","Flushing - Clearview",131537,650,"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",403,"2009-2011","11.3",-73.8136276,40.7529713
"911","Flushing - Clearview",131009,652,"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",403,"2005-2007","5",-73.8136276,40.7529713
"912","Flushing - Clearview",130523,642,"Boiler Emissions- Total NOx Emissions","Per km2","UHF42",403,"2013","18.7",-73.8136276,40.7529713
"913","Flushing - Clearview",131777,665,"Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2)","Average Concentration","UHF42",403,"Annual Average 2009-2010","21.3",-73.8136276,40.7529713
"914","Flushing - Clearview",131009,652,"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",403,"2005-2007","5",-73.8136276,40.7529713
"915","Flushing - Clearview",130385,639,"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",403,"2005-2007","54.5",-73.8136276,40.7529713
"916","Flushing - Clearview",131633,662,"Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5)","Average Concentration","UHF42",403,"Annual Average 2009-2010","9.6",-73.8136276,40.7529713
"917","Flushing - Clearview",131153,655,"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",403,"2005-2007","11.1",-73.8136276,40.7529713
"918","Flushing - Clearview",131393,657,"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",403,"2009-2011","9.3",-73.8136276,40.7529713
"919","Flushing - Clearview",151413,652,"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",403,"2009-2011","5.4",-73.8136276,40.7529713
"920","Flushing - Clearview",131489,651,"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",403,"2009-2011","14.1",-73.8136276,40.7529713
"921","Flushing - Clearview",131441,648,"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",403,"2009-2011","38",-73.8136276,40.7529713
"922","Flushing - Clearview",131537,650,"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",403,"2009-2011","11.3",-73.8136276,40.7529713
"923","Flushing - Clearview",151413,652,"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",403,"2009-2011","5.4",-73.8136276,40.7529713
"924","Flushing - Clearview",131489,651,"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",403,"2009-2011","14.1",-73.8136276,40.7529713
"925","Flushing - Clearview",131441,648,"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",403,"2009-2011","38",-73.8136276,40.7529713
"926","Flushing - Clearview",151653,643,"Traffic Density- Annual Vehicle Miles Traveled (VMT)","Per 100 km2","UHF42",403,"2005","19.6",-73.8136276,40.7529713
"927","Flushing - Clearview",131249,657,"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",403,"2005-2007","13.3",-73.8136276,40.7529713
"928","Flushing - Clearview",131585,639,"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",403,"2009-2011","43.6",-73.8136276,40.7529713
"929","Flushing - Clearview",131249,657,"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",403,"2005-2007","13.3",-73.8136276,40.7529713
"930","Flushing - Clearview",131729,664,"Neighborhood Air Quality Concentrations- Nitric Oxide (NO)","Average Concentration","UHF42",403,"Annual Average 2009-2010","21.2",-73.8136276,40.7529713
"931","Flushing - Clearview",130385,639,"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",403,"2005-2007","54.5",-73.8136276,40.7529713
"932","Flushing - Clearview",130817,648,"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",403,"2005-2007","48.7",-73.8136276,40.7529713
"933","Flushing - Clearview",130817,648,"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",403,"2005-2007","48.7",-73.8136276,40.7529713
"934","Flushing Bay Terrace",154608,643,"Traffic Density- Annual Vehicle Miles Traveled (VMT)","Per 100 km2","CD",407,"2005","20.9",-73.7772702,40.7794773
"935","Flushing Bay Terrace",154490,645,"Traffic Density- Annual Vehicle Miles Traveled (VMT) for Trucks","Per 100 km2","CD",407,"2005","1.2",-73.7772702,40.7794773
"936","Flushing Bay Terrace",154549,644,"Traffic Density- Annual Vehicle Miles Traveled (VMT) for Cars","Per 100 km2","CD",407,"2005","19.6",-73.7772702,40.7794773
"937","Fordham - Bronx Pk",131557,639,"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",103,"2009-2011","49.6",-73.9062362,40.8631422
"938","Fordham - Bronx Pk",130981,652,"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",103,"2005-2007","3.3",-73.9062362,40.8631422
"939","Fordham - Bronx Pk",130357,639,"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",103,"2005-2007","67.3",-73.9062362,40.8631422
"940","Fordham - Bronx Pk",131653,663,"Neighborhood Air Quality Concentrations- Elemental Carbon (EC)","Average Concentration","UHF42",103,"Annual Average 2009-2010","1.3",-73.9062362,40.8631422
"941","Fordham - Bronx Pk",151433,653,"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",103,"2009-2011","125",-73.9062362,40.8631422
"942","Fordham - Bronx Pk",131461,651,"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",103,"2009-2011","18.8",-73.9062362,40.8631422
"943","Fordham - Bronx Pk",151433,653,"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",103,"2009-2011","125",-73.9062362,40.8631422
"944","Fordham - Bronx Pk",131509,650,"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",103,"2009-2011","20.5",-73.9062362,40.8631422
"945","Fordham - Bronx Pk",151577,661,"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",103,"2009-2011","14.4",-73.9062362,40.8631422
"946","Fordham - Bronx Pk",131605,662,"Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5)","Average Concentration","UHF42",103,"Annual Average 2009-2010","11",-73.9062362,40.8631422
"947","Fordham - Bronx Pk",130933,651,"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",103,"2005-2007","30.6",-73.9062362,40.8631422
"948","Fordham - Bronx Pk",130933,651,"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",103,"2005-2007","30.6",-73.9062362,40.8631422
